LR999924.1 1 100000 0 
LR999932.1 14700001 14800000 3 9952
LR999932.1 14800001 14900000 7 64306
LR999932.1 14900001 15000000 10 14122
LR999932.1 15000001 15100000 1 968
LR999932.1 15100001 15200000 4 19783
LR999932.1 15200001 15300000 2 5199
LR999932.1 15300001 15400000 0 
LR999932.1 15400001 15426761 1 12119
LR999933.1 1 100000 5 32239
LR999933.1 100001 200000 0 
LR999933.1 200001 300000 0 
LR999933.1 300001 400000 2 11987
LR999933.1 400001 500000 2 13082
LR999933.1 500001 600000 1 2427
LR999933.1 600001 700000 1 1584
LR999933.1 700001 800000 4 23451
LR999933.1 800001 900000 0 
LR999933.1 900001 1000000 0 
LR999933.1 1000001 1100000 1 30130
LR999933.1 1100001 1200000 3 12098
LR999933.1 1200001 1300000 0 
LR999933.1 1300001 1400000 0 
LR999933.1 1400001 1500000 2 18519
LR999933.1 1500001 1600000 1 8676
LR999933.1 1600001 1700000 0 
LR999933.1 1700001 1800000 4 29452
LR999933.1 1800001 1900000 5 32653
LR999933.1 1900001 2000000 7 44537
LR999933.1 2000001 2100000 1 692
LR999933.1 2100001 2200000 7 38280
LR999933.1 2200001 2300000 0 
LR999933.1 2300001 2400000 0 
LR999933.1 2400001 2500000 6 26121
LR999933.1 2500001 2600000 6 34422
LR999933.1 2600001 2700000 4 10637
LR999933.1 2700001 2800000 1 1484
LR999933.1 2800001 2900000 0 
LR999933.1 2900001 3000000 1 1828
LR999933.1 3000001 3100000 6 25622
LR999933.1 3100001 3200000 2 6991
LR999933.1 3200001 3300000 1 3772
LR999933.1 3300001 3400000 0 
LR999933.1 3400001 3500000 0 
LR999933.1 3500001 3600000 1 1941
LR999933.1 3600001 3700000 1 4341
LR999933.1 3700001 3800000 0 
LR999933.1 3800001 3900000 0 
LR999933.1 3900001 4000000 0 
LR999933.1 4000001 4100000 1 3437
LR999933.1 4100001 4200000 0 
LR999933.1 4200001 4300000 1 6721
LR999933.1 4300001 4400000 1 3590
LR999933.1 4400001 4500000 0 
LR999933.1 4500001 4600000 8 27021
LR999933.1 4600001 4700000 5 12569
LR999933.1 4700001 4800000 1 3420
LR999933.1 4800001 4900000 0 
LR999933.1 4900001 5000000 1 3221
LR999933.1 5000001 5100000 2 10691
LR999933.1 5100001 5200000 2 9249
LR999933.1 5200001 5300000 0 
LR999933.1 5300001 5400000 0 
LR999933.1 5400001 5500000 10 47401
LR999933.1 5500001 5600000 2 3589
LR999933.1 5600001 5700000 0 
LR999933.1 5700001 5800000 5 28532
LR999933.1 5800001 5900000 4 19234
LR999933.1 5900001 6000000 1 15466
LR999933.1 6000001 6100000 0 
LR999933.1 6100001 6200000 3 7570
LR999933.1 6200001 6300000 1 6555
LR999933.1 6300001 6400000 6 40694
LR999933.1 6400001 6500000 7 23600
LR999933.1 6500001 6600000 2 4044
LR999933.1 6600001 6700000 7 33565
LR999933.1 6700001 6800000 1 6406
LR999933.1 6800001 6900000 2 1370
LR999933.1 6900001 7000000 1 1070
LR999933.1 7000001 7100000 4 35860
LR999933.1 7100001 7200000 1 15237
LR999933.1 7200001 7300000 3 38870
LR999933.1 7300001 7400000 3 16193
LR999933.1 7400001 7500000 3 8196
LR999933.1 7500001 7600000 2 15134
LR999933.1 7600001 7700000 7 25109
LR999933.1 7700001 7800000 5 34821
LR999933.1 7800001 7900000 7 24577
LR999933.1 7900001 8000000 1 131
LR999933.1 8000001 8100000 0 
LR999933.1 8100001 8200000 2 12706
LR999933.1 8200001 8300000 1 3379
LR999933.1 8300001 8400000 5 15596
LR999933.1 8400001 8500000 5 34064
LR999933.1 8500001 8600000 4 10152
LR999933.1 8600001 8700000 0 
LR999933.1 8700001 8800000 2 8800
LR999933.1 8800001 8900000 6 12216
LR999933.1 8900001 9000000 0 
LR999933.1 9000001 9100000 1 1905
LR999933.1 9100001 9200000 2 6948
LR999933.1 9200001 9300000 2 4731
LR999933.1 9300001 9400000 0 
LR999933.1 9400001 9500000 0 
LR999933.1 9500001 9600000 6 30708
LR999933.1 9600001 9700000 4 10788
LR999933.1 9700001 9800000 8 38764
LR999933.1 9800001 9900000 0 
LR999933.1 9900001 10000000 7 44562
LR999933.1 10000001 10100000 3 30523
LR999933.1 10100001 10200000 8 30935
LR999933.1 10200001 10300000 7 22125
LR999933.1 10300001 10400000 2 13222
LR999933.1 10400001 10500000 6 22546
LR999933.1 10500001 10600000 6 12038
LR999933.1 10600001 10700000 2 3158
LR999933.1 10700001 10800000 7 35527
LR999933.1 10800001 10900000 2 2506
LR999933.1 10900001 11000000 4 23577
LR999933.1 11000001 11100000 5 27422
LR999933.1 11100001 11200000 1 7403
LR999933.1 11200001 11300000 2 4701
LR999933.1 11300001 11400000 8 29199
LR999933.1 11400001 11500000 6 48408
LR999933.1 11500001 11600000 1 1887
LR999933.1 11600001 11700000 1 674
LR999933.1 11700001 11800000 2 9010
LR999933.1 11800001 11900000 2 11433
LR999933.1 11900001 12000000 1 4638
LR999933.1 12000001 12100000 2 22383
LR999933.1 12100001 12200000 5 17840
LR999933.1 12200001 12300000 3 29590
LR999933.1 12300001 12400000 2 17395
LR999933.1 12400001 12500000 1 10338
LR999933.1 12500001 12600000 2 4643
LR999933.1 12600001 12700000 0 
LR999933.1 12700001 12800000 0 
LR999933.1 12800001 12900000 1 5672
LR999933.1 12900001 13000000 0 
LR999933.1 13000001 13100000 1 5487
LR999933.1 13100001 13200000 1 7192
LR999933.1 13200001 13300000 1 10777
LR999933.1 13300001 13400000 1 6791
LR999933.1 13400001 13500000 2 10678
LR999933.1 13500001 13600000 0 
LR999933.1 13600001 13700000 0 
LR999933.1 13700001 13800000 4 24918
LR999933.1 13800001 13900000 2 6799
LR999933.1 13900001 14000000 4 25871
LR999933.1 14000001 14100000 0 
LR999933.1 14100001 14200000 9 32955
LR999933.1 14200001 14300000 3 39115
LR999933.1 14300001 14400000 6 31380
LR999933.1 14400001 14500000 1 1001
LR999933.1 14500001 14600000 1 4528
LR999933.1 14600001 14700000 0 
LR999933.1 14700001 14800000 1 2416
LR999933.1 14800001 14900000 0 
LR999933.1 14900001 15000000 1 1344
LR999933.1 15000001 15100000 7 14728
LR999933.1 15100001 15200000 2 4473
LR999933.1 15200001 15296561 1 2765
LR999934.1 1 100000 1 4667
LR999934.1 100001 200000 0 
LR999934.1 200001 300000 0 
LR999934.1 300001 400000 0 
LR999934.1 400001 500000 0 
LR999934.1 500001 600000 2 13318
LR999934.1 600001 700000 2 13206
LR999934.1 700001 800000 1 1643
LR999934.1 800001 900000 8 33596
LR999934.1 900001 1000000 2 21788
LR999934.1 1000001 1100000 4 25379
LR999934.1 1100001 1200000 5 88478
LR999934.1 1200001 1300000 1 9494
LR999934.1 1300001 1400000 7 57262
LR999934.1 1400001 1500000 0 
LR999934.1 1500001 1600000 0 
LR999934.1 1600001 1700000 1 785
LR999934.1 1700001 1800000 0 
LR999934.1 1800001 1900000 0 
LR999934.1 1900001 2000000 0 
LR999934.1 2000001 2100000 0 
LR999934.1 2100001 2200000 5 26373
LR999934.1 2200001 2300000 3 13766
LR999934.1 2300001 2400000 3 16080
LR999934.1 2400001 2500000 2 29010
LR999934.1 2500001 2600000 0 
LR999934.1 2600001 2700000 0 
LR999934.1 2700001 2800000 4 7220
LR999934.1 2800001 2900000 2 1948
LR999934.1 2900001 3000000 0 
LR999934.1 3000001 3100000 2 3827
LR999934.1 3100001 3200000 0 
LR999934.1 3200001 3300000 0 
LR999934.1 3300001 3400000 3 1860
LR999934.1 3400001 3500000 1 1074
LR999934.1 3500001 3600000 0 
LR999934.1 3600001 3700000 0 
LR999934.1 3700001 3800000 2 1219
LR999934.1 3800001 3900000 1 1157
LR999934.1 3900001 4000000 0 
LR999934.1 4000001 4100000 0 
LR999934.1 4100001 4200000 1 2407
LR999934.1 4200001 4300000 1 708
LR999934.1 4300001 4400000 0 
LR999934.1 4400001 4500000 0 
LR999934.1 4500001 4600000 2 1033
LR999934.1 4600001 4700000 1 974
LR999934.1 4700001 4800000 1 3789
LR999934.1 4800001 4900000 3 3648
LR999934.1 4900001 5000000 1 716
LR999934.1 5000001 5100000 0 
LR999934.1 5100001 5200000 2 1840
LR999934.1 5200001 5300000 0 
LR999934.1 5300001 5400000 11 33015
LR999934.1 5400001 5500000 7 49819
LR999934.1 5500001 5600000 1 29376
LR999934.1 5600001 5700000 1 27415
LR999934.1 5700001 5800000 4 13569
LR999934.1 5800001 5900000 5 19882
LR999934.1 5900001 6000000 0 
LR999934.1 6000001 6100000 0 
LR999934.1 6100001 6200000 1 818
LR999934.1 6200001 6300000 0 
LR999934.1 6300001 6400000 1 4615
LR999934.1 6400001 6500000 1 14088
LR999934.1 6500001 6600000 5 41257
LR999934.1 6600001 6700000 1 11704
LR999934.1 6700001 6800000 0 
LR999934.1 6800001 6900000 5 47657
LR999934.1 6900001 7000000 4 26404
LR999934.1 7000001 7100000 0 
LR999934.1 7100001 7200000 0 
LR999934.1 7200001 7300000 0 
LR999934.1 7300001 7400000 3 41265
LR999934.1 7400001 7500000 2 8724
LR999934.1 7500001 7600000 7 41930
LR999934.1 7600001 7700000 3 16640
LR999934.1 7700001 7800000 7 44447
LR999934.1 7800001 7900000 0 
LR999934.1 7900001 8000000 2 9549
LR999934.1 8000001 8100000 11 37021
LR999934.1 8100001 8200000 2 5934
LR999934.1 8200001 8300000 2 4262
LR999934.1 8300001 8400000 4 36311
LR999934.1 8400001 8500000 4 21667
LR999934.1 8500001 8600000 4 37207
LR999934.1 8600001 8700000 0 
LR999934.1 8700001 8800000 5 9530
LR999934.1 8800001 8900000 1 9436
LR999934.1 8900001 9000000 4 35353
LR999934.1 9000001 9100000 5 15244
LR999934.1 9100001 9200000 10 65903
LR999934.1 9200001 9300000 5 24797
LR999934.1 9300001 9400000 3 32697
LR999934.1 9400001 9500000 5 20696
LR999934.1 9500001 9600000 7 23211
LR999934.1 9600001 9700000 6 21089
LR999934.1 9700001 9800000 0 
LR999934.1 9800001 9900000 0 
LR999934.1 9900001 10000000 3 29205
LR999934.1 10000001 10100000 3 4648
LR999934.1 10100001 10200000 3 12627
LR999934.1 10200001 10300000 12 38931
LR999934.1 10300001 10400000 7 38732
LR999934.1 10400001 10500000 11 78119
LR999934.1 10500001 10600000 1 13684
LR999934.1 10600001 10700000 4 29700
LR999934.1 10700001 10800000 2 4422
LR999934.1 10800001 10900000 6 28845
LR999934.1 10900001 11000000 0 
LR999934.1 11000001 11100000 4 21393
LR999934.1 11100001 11200000 1 818
LR999934.1 11200001 11300000 5 43498
LR999934.1 11300001 11400000 7 17018
LR999934.1 11400001 11500000 4 37126
LR999934.1 11500001 11600000 0 
LR999934.1 11600001 11700000 1 4310
LR999934.1 11700001 11800000 1 15494
LR999934.1 11800001 11900000 2 66971
LR999934.1 11900001 12000000 0 
LR999934.1 12000001 12100000 2 39072
LR999934.1 12100001 12200000 3 9707
LR999934.1 12200001 12300000 4 19338
LR999934.1 12300001 12400000 5 19896
LR999934.1 12400001 12500000 3 15765
LR999934.1 12500001 12600000 0 
LR999934.1 12600001 12700000 1 1313
LR999934.1 12700001 12800000 2 31659
LR999934.1 12800001 12900000 1 584
LR999934.1 12900001 13000000 4 5374
LR999934.1 13000001 13100000 1 5448
LR999934.1 13100001 13200000 3 51245
LR999934.1 13200001 13300000 6 14832
LR999934.1 13300001 13400000 1 1511
LR999934.1 13400001 13500000 0 
LR999934.1 13500001 13600000 1 16196
LR999934.1 13600001 13700000 3 7377
LR999934.1 13700001 13800000 9 22243
LR999934.1 13800001 13900000 4 23840
LR999934.1 13900001 14000000 1 6587
LR999934.1 14000001 14100000 0 
LR999934.1 14100001 14200000 4 29570
LR999934.1 14200001 14300000 4 26306
LR999934.1 14300001 14400000 4 21553
LR999934.1 14400001 14500000 5 43971
LR999934.1 14500001 14600000 7 55986
LR999934.1 14600001 14700000 5 56470
LR999934.1 14700001 14800000 10 44602
LR999934.1 14800001 14900000 6 28621
LR999934.1 14900001 14945938 2 8677
LR999935.1 1 100000 4 10766
LR999935.1 100001 200000 1 6932
LR999935.1 200001 300000 4 24204
LR999935.1 300001 400000 4 16927
LR999935.1 400001 500000 7 25157
LR999935.1 500001 600000 9 39796
LR999935.1 600001 700000 4 12993
LR999935.1 700001 800000 1 28355
LR999935.1 800001 900000 0 
LR999935.1 900001 1000000 0 
LR999935.1 1000001 1100000 0 
LR999935.1 1100001 1200000 4 29590
LR999935.1 1200001 1300000 5 33043
LR999935.1 1300001 1400000 6 43727
LR999935.1 1400001 1500000 13 61550
LR999935.1 1500001 1600000 7 22716
LR999935.1 1600001 1700000 2 3585
LR999935.1 1700001 1800000 3 18229
LR999935.1 1800001 1900000 1 14964
LR999935.1 1900001 2000000 1 3230
LR999935.1 2000001 2100000 2 6190
LR999935.1 2100001 2200000 0 
LR999935.1 2200001 2300000 3 14722
LR999935.1 2300001 2400000 4 10074
LR999935.1 2400001 2500000 6 21728
LR999935.1 2500001 2600000 6 37165
LR999935.1 2600001 2700000 1 28964
LR999935.1 2700001 2800000 0 
LR999935.1 2800001 2900000 0 
LR999935.1 2900001 3000000 3 15879
LR999935.1 3000001 3100000 8 41034
LR999935.1 3100001 3200000 3 13460
LR999935.1 3200001 3300000 0 
LR999935.1 3300001 3400000 2 21417
LR999935.1 3400001 3500000 5 26977
LR999935.1 3500001 3600000 5 51764
LR999935.1 3600001 3700000 0 
LR999935.1 3700001 3800000 1 16256
LR999935.1 3800001 3900000 1 9880
LR999935.1 3900001 4000000 4 43258
LR999935.1 4000001 4100000 0 
LR999935.1 4100001 4200000 7 17322
LR999935.1 4200001 4300000 0 
LR999935.1 4300001 4400000 1 3356
LR999935.1 4400001 4500000 2 5122
LR999935.1 4500001 4600000 1 2005
LR999935.1 4600001 4700000 2 1499
LR999935.1 4700001 4800000 1 2808
LR999935.1 4800001 4900000 0 
LR999935.1 4900001 5000000 8 24718
LR999935.1 5000001 5100000 0 
LR999935.1 5100001 5200000 1 989
LR999935.1 5200001 5300000 1 221
LR999935.1 5300001 5400000 0 
LR999935.1 5400001 5500000 0 
LR999935.1 5500001 5600000 0 
LR999935.1 5600001 5700000 5 27810
LR999935.1 5700001 5800000 8 20196
LR999935.1 5800001 5900000 5 9064
LR999935.1 5900001 6000000 2 12348
LR999935.1 6000001 6100000 6 15871
LR999935.1 6100001 6200000 2 6954
LR999935.1 6200001 6300000 4 13290
LR999935.1 6300001 6400000 7 33690
LR999935.1 6400001 6500000 3 7981
LR999935.1 6500001 6600000 7 14943
LR999935.1 6600001 6700000 11 50406
LR999935.1 6700001 6800000 5 22418
LR999935.1 6800001 6900000 0 
LR999935.1 6900001 7000000 11 45385
LR999935.1 7000001 7100000 4 24851
LR999935.1 7100001 7200000 6 18590
LR999935.1 7200001 7300000 12 53111
LR999935.1 7300001 7400000 9 23949
LR999935.1 7400001 7500000 2 1674
LR999935.1 7500001 7600000 10 37396
LR999935.1 7600001 7700000 1 13674
LR999935.1 7700001 7800000 5 15988
LR999935.1 7800001 7900000 6 17602
LR999935.1 7900001 8000000 1 1367
LR999935.1 8000001 8100000 8 34525
LR999935.1 8100001 8200000 5 6187
LR999935.1 8200001 8300000 1 827
LR999935.1 8300001 8400000 3 7282
LR999935.1 8400001 8500000 1 2538
LR999935.1 8500001 8600000 4 24218
LR999935.1 8600001 8700000 1 717
LR999935.1 8700001 8800000 3 17097
LR999935.1 8800001 8900000 9 20795
LR999935.1 8900001 9000000 1 4278
LR999935.1 9000001 9100000 3 9934
LR999935.1 9100001 9200000 5 24868
LR999935.1 9200001 9300000 3 35259
LR999935.1 9300001 9400000 1 2099
LR999935.1 9400001 9500000 0 
LR999935.1 9500001 9600000 0 
LR999935.1 9600001 9700000 4 12359
LR999935.1 9700001 9800000 1 3896
LR999935.1 9800001 9900000 1 1635
LR999935.1 9900001 10000000 9 26423
LR999935.1 10000001 10100000 2 7382
LR999935.1 10100001 10200000 7 23814
LR999935.1 10200001 10300000 6 13020
LR999935.1 10300001 10400000 6 26121
LR999935.1 10400001 10500000 1 1559
LR999935.1 10500001 10600000 0 
LR999935.1 10600001 10700000 3 10998
LR999935.1 10700001 10800000 2 6357
LR999935.1 10800001 10900000 0 
LR999935.1 10900001 11000000 6 18863
LR999935.1 11000001 11100000 10 27642
LR999935.1 11100001 11200000 7 28384
LR999935.1 11200001 11300000 4 8099
LR999935.1 11300001 11400000 1 4250
LR999935.1 11400001 11500000 7 22150
LR999935.1 11500001 11600000 6 21073
LR999935.1 11600001 11700000 2 28227
LR999935.1 11700001 11800000 3 15005
LR999935.1 11800001 11900000 1 25894
LR999935.1 11900001 12000000 0 
LR999935.1 12000001 12100000 0 
LR999935.1 12100001 12200000 6 27144
LR999935.1 12200001 12300000 9 34746
LR999935.1 12300001 12400000 5 23635
LR999935.1 12400001 12500000 5 23206
LR999935.1 12500001 12600000 0 
LR999935.1 12600001 12700000 5 40373
LR999935.1 12700001 12800000 6 38350
LR999935.1 12800001 12900000 3 18021
LR999935.1 12900001 13000000 3 22001
LR999935.1 13000001 13100000 0 
LR999935.1 13100001 13200000 0 
LR999935.1 13200001 13300000 4 9393
LR999935.1 13300001 13400000 0 
LR999935.1 13400001 13500000 6 28868
LR999935.1 13500001 13600000 1 254
LR999935.1 13600001 13700000 3 7653
LR999935.1 13700001 13800000 1 983
LR999935.1 13800001 13900000 0 
LR999935.1 13900001 14000000 0 
LR999935.1 14000001 14100000 0 
LR999935.1 14100001 14200000 0 
LR999935.1 14200001 14300000 2 4733
LR999935.1 14300001 14400000 2 6683
LR999935.1 14400001 14500000 0 
LR999935.1 14500001 14600000 1 1253
LR999935.1 14600001 14700000 0 
LR999935.1 14700001 14800000 0 
LR999935.1 14800001 14868897 4 20594
LR999936.1 1 100000 1 33029
LR999936.1 100001 200000 0 
LR999936.1 200001 300000 5 22158
LR999936.1 300001 400000 1 1310
LR999936.1 400001 500000 11 36229
LR999936.1 500001 600000 6 13542
LR999936.1 600001 700000 4 21402
LR999936.1 700001 800000 4 21408
LR999936.1 800001 900000 0 
LR999936.1 900001 1000000 1 18319
LR999936.1 1000001 1100000 2 35126
LR999936.1 1100001 1200000 5 20893
LR999936.1 1200001 1300000 7 33759
LR999936.1 1300001 1400000 2 25397
LR999936.1 1400001 1500000 4 13920
LR999936.1 1500001 1600000 3 29900
LR999936.1 1600001 1700000 5 39546
LR999936.1 1700001 1800000 1 6624
LR999936.1 1800001 1900000 3 39775
LR999936.1 1900001 2000000 4 9850
LR999936.1 2000001 2100000 5 31053
LR999936.1 2100001 2200000 1 26116
LR999936.1 2200001 2300000 0 
LR999936.1 2300001 2400000 2 31475
LR999936.1 2400001 2500000 1 8835
LR999936.1 2500001 2600000 2 21473
LR999936.1 2600001 2700000 0 
LR999936.1 2700001 2800000 0 
LR999936.1 2800001 2900000 2 21289
LR999936.1 2900001 3000000 9 37101
LR999936.1 3000001 3100000 1 2683
LR999936.1 3100001 3200000 0 
LR999936.1 3200001 3300000 1 1061
LR999936.1 3300001 3400000 1 11813
LR999936.1 3400001 3500000 3 19795
LR999936.1 3500001 3600000 5 28521
LR999936.1 3600001 3700000 0 
LR999936.1 3700001 3800000 0 
LR999936.1 3800001 3900000 3 34530
LR999936.1 3900001 4000000 10 54994
LR999936.1 4000001 4100000 7 40334
LR999936.1 4100001 4200000 1 770
LR999936.1 4200001 4300000 2 51079
LR999936.1 4300001 4400000 4 10089
LR999936.1 4400001 4500000 5 28122
LR999936.1 4500001 4600000 4 52315
LR999936.1 4600001 4700000 6 29914
LR999936.1 4700001 4800000 4 13022
LR999936.1 4800001 4900000 1 7480
LR999936.1 4900001 5000000 8 23741
LR999936.1 5000001 5100000 12 38659
LR999936.1 5100001 5200000 17 67601
LR999936.1 5200001 5300000 4 17776
LR999936.1 5300001 5400000 0 
LR999936.1 5400001 5500000 5 43349
LR999936.1 5500001 5600000 6 45993
LR999936.1 5600001 5700000 3 6931
LR999936.1 5700001 5800000 3 20171
LR999936.1 5800001 5900000 5 16271
LR999936.1 5900001 6000000 11 30860
LR999936.1 6000001 6100000 2 8794
LR999936.1 6100001 6200000 0 
LR999936.1 6200001 6300000 0 
LR999936.1 6300001 6400000 1 3464
LR999936.1 6400001 6500000 0 
LR999936.1 6500001 6600000 4 10255
LR999936.1 6600001 6700000 5 14076
LR999936.1 6700001 6800000 0 
LR999936.1 6800001 6900000 9 24261
LR999936.1 6900001 7000000 9 29740
LR999936.1 7000001 7100000 8 24759
LR999936.1 7100001 7200000 1 7532
LR999936.1 7200001 7300000 1 1078
LR999936.1 7300001 7400000 2 5906
LR999936.1 7400001 7500000 2 10915
LR999936.1 7500001 7600000 3 10855
LR999936.1 7600001 7700000 0 
LR999936.1 7700001 7800000 0 
LR999936.1 7800001 7900000 0 
LR999936.1 7900001 8000000 0 
LR999936.1 8000001 8100000 6 48427
LR999936.1 8100001 8200000 8 35297
LR999936.1 8200001 8300000 5 22473
LR999936.1 8300001 8400000 3 20354
LR999936.1 8400001 8500000 6 11148
LR999936.1 8500001 8600000 5 36080
LR999936.1 8600001 8700000 7 16331
LR999936.1 8700001 8800000 5 19269
LR999936.1 8800001 8900000 1 4658
LR999936.1 8900001 9000000 0 
LR999936.1 9000001 9100000 1 2009
LR999936.1 9100001 9200000 4 10967
LR999936.1 9200001 9300000 1 10672
LR999936.1 9300001 9400000 2 2375
LR999936.1 9400001 9500000 3 7541
LR999936.1 9500001 9600000 2 8215
LR999936.1 9600001 9700000 0 
LR999936.1 9700001 9800000 1 8969
LR999936.1 9800001 9900000 0 
LR999936.1 9900001 10000000 2 13510
LR999936.1 10000001 10100000 3 19010
LR999936.1 10100001 10200000 1 1157
LR999936.1 10200001 10300000 0 
LR999936.1 10300001 10400000 2 4357
LR999936.1 10400001 10500000 1 4370
LR999936.1 10500001 10600000 0 
LR999936.1 10600001 10700000 5 24203
LR999936.1 10700001 10800000 1 28818
LR999936.1 10800001 10900000 1 17319
LR999936.1 10900001 11000000 3 27179
LR999936.1 11000001 11100000 2 4237
LR999936.1 11100001 11200000 0 
LR999936.1 11200001 11300000 1 25349
LR999936.1 11300001 11400000 2 13873
LR999936.1 11400001 11500000 6 19300
LR999936.1 11500001 11600000 5 27897
LR999936.1 11600001 11700000 7 19686
LR999936.1 11700001 11800000 7 2042
LR999936.1 11800001 11900000 4 22900
LR999936.1 11900001 12000000 3 28716
LR999936.1 12000001 12100000 1 10203
LR999936.1 12100001 12200000 0 
LR999936.1 12200001 12300000 2 1513
LR999936.1 12300001 12400000 0 
LR999936.1 12400001 12500000 0 
LR999936.1 12500001 12600000 1 2973
LR999936.1 12600001 12700000 2 6645
LR999936.1 12700001 12800000 1 1853
LR999936.1 12800001 12900000 0 
LR999936.1 12900001 13000000 5 18749
LR999936.1 13000001 13100000 1 3256
LR999936.1 13100001 13200000 4 11316
LR999936.1 13200001 13300000 6 90777
LR999936.1 13300001 13400000 5 39350
LR999936.1 13400001 13500000 7 51012
LR999936.1 13500001 13600000 0 
LR999936.1 13600001 13700000 5 33556
LR999936.1 13700001 13800000 1 7520
LR999936.1 13800001 13900000 0 
LR999936.1 13900001 14000000 0 
LR999936.1 14000001 14100000 0 
LR999936.1 14100001 14200000 1 749
LR999936.1 14200001 14300000 3 17456
LR999936.1 14300001 14400000 2 3330
LR999936.1 14400001 14500000 1 446
LR999936.1 14500001 14600000 0 
LR999936.1 14600001 14700000 0 
LR999936.1 14700001 14774369 2 3250
LR999937.1 1 100000 2 12400
LR999937.1 100001 200000 0 
LR999937.1 200001 300000 1 461
LR999937.1 300001 400000 1 466
LR999937.1 400001 500000 1 2672
LR999937.1 500001 600000 0 
LR999937.1 600001 700000 0 
LR999937.1 700001 800000 3 16125
LR999937.1 800001 900000 1 1765
LR999937.1 900001 1000000 5 34251
LR999937.1 1000001 1100000 0 
LR999937.1 1100001 1200000 0 
LR999937.1 1200001 1300000 0 
LR999937.1 1300001 1400000 6 37646
LR999937.1 1400001 1500000 5 52695
LR999937.1 1500001 1600000 4 14856
LR999937.1 1600001 1700000 5 34534
LR999937.1 1700001 1800000 1 1186
LR999937.1 1800001 1900000 0 
LR999937.1 1900001 2000000 1 6803
LR999937.1 2000001 2100000 3 38684
LR999937.1 2100001 2200000 9 41756
LR999937.1 2200001 2300000 2 36020
LR999937.1 2300001 2400000 1 2483
LR999937.1 2400001 2500000 1 404
LR999937.1 2500001 2600000 0 
LR999937.1 2600001 2700000 0 
LR999937.1 2700001 2800000 1 4765
LR999937.1 2800001 2900000 0 
LR999937.1 2900001 3000000 0 
LR999937.1 3000001 3100000 2 43256
LR999937.1 3100001 3200000 5 16309
LR999937.1 3200001 3300000 2 9407
LR999937.1 3300001 3400000 1 878
LR999937.1 3400001 3500000 0 
LR999937.1 3500001 3600000 0 
LR999937.1 3600001 3700000 0 
LR999937.1 3700001 3800000 0 
LR999937.1 3800001 3900000 0 
LR999937.1 3900001 4000000 2 3447
LR999937.1 4000001 4100000 2 1702
LR999937.1 4100001 4200000 1 1768
LR999937.1 4200001 4300000 7 45150
LR999937.1 4300001 4400000 1 7318
LR999937.1 4400001 4500000 7 46450
LR999937.1 4500001 4600000 4 16346
LR999937.1 4600001 4700000 3 12815
LR999937.1 4700001 4800000 1 527
LR999937.1 4800001 4900000 0 
LR999937.1 4900001 5000000 0 
LR999937.1 5000001 5100000 0 
LR999937.1 5100001 5200000 5 53150
LR999937.1 5200001 5300000 0 
LR999937.1 5300001 5400000 0 
LR999937.1 5400001 5500000 0 
LR999937.1 5500001 5600000 0 
LR999937.1 5600001 5700000 7 43182
LR999937.1 5700001 5800000 7 22120
LR999937.1 5800001 5900000 1 1347
LR999937.1 5900001 6000000 6 20550
LR999937.1 6000001 6100000 9 31646
LR999937.1 6100001 6200000 7 30875
LR999937.1 6200001 6300000 3 7207
LR999937.1 6300001 6400000 10 36278
LR999937.1 6400001 6500000 0 
LR999937.1 6500001 6600000 0 
LR999937.1 6600001 6700000 2 4720
LR999937.1 6700001 6800000 2 6820
LR999937.1 6800001 6900000 7 33822
LR999937.1 6900001 7000000 0 
LR999937.1 7000001 7100000 4 16394
LR999937.1 7100001 7200000 3 26107
LR999937.1 7200001 7300000 0 
LR999937.1 7300001 7400000 0 
LR999937.1 7400001 7500000 0 
LR999937.1 7500001 7600000 4 14865
LR999937.1 7600001 7700000 1 7410
LR999937.1 7700001 7800000 1 3944
LR999937.1 7800001 7900000 0 
LR999937.1 7900001 8000000 0 
LR999937.1 8000001 8100000 0 
LR999937.1 8100001 8200000 2 2836
LR999937.1 8200001 8300000 3 11185
LR999937.1 8300001 8400000 4 27424
LR999937.1 8400001 8500000 2 6458
LR999937.1 8500001 8600000 0 
LR999937.1 8600001 8700000 0 
LR999937.1 8700001 8800000 0 
LR999937.1 8800001 8900000 0 
LR999937.1 8900001 9000000 1 2508
LR999937.1 9000001 9100000 1 2754
LR999937.1 9100001 9200000 0 
LR999937.1 9200001 9300000 1 3630
LR999937.1 9300001 9400000 0 
LR999937.1 9400001 9500000 1 7224
LR999937.1 9500001 9600000 0 
LR999937.1 9600001 9700000 0 
LR999937.1 9700001 9800000 6 62875
LR999937.1 9800001 9900000 1 13656
LR999937.1 9900001 10000000 0 
LR999937.1 10000001 10100000 0 
LR999937.1 10100001 10200000 0 
LR999937.1 10200001 10300000 1 10698
LR999937.1 10300001 10400000 0 
LR999937.1 10400001 10500000 0 
LR999937.1 10500001 10600000 2 2702
LR999937.1 10600001 10700000 4 12637
LR999937.1 10700001 10800000 5 50627
LR999937.1 10800001 10900000 0 
LR999937.1 10900001 11000000 0 
LR999937.1 11000001 11100000 3 15471
LR999937.1 11100001 11200000 12 47621
LR999937.1 11200001 11300000 3 15124
LR999937.1 11300001 11400000 3 15036
LR999937.1 11400001 11500000 2 28728
LR999937.1 11500001 11600000 1 3992
